asv	domain	dper	phylum	pper	class	cper	order	oper	family	fper	genus	gper
56c9c5fd974e3729098f3c3f191ff0f7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
9448aab0dcb182870969fddce1f736b1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
ef687ae3f17bb345dd7762ffe9f74e27	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c7eea99237e2347883ca3516e3c623e6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b4e2d90f5a7dec9e1f56541cea4a4526	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
87a2acf1571d47affd2886b477f6a9fe	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Cosenzaea	0.38
10e6f59af820fae9bde0fd0111a1d01e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
71fb182b430639ee0f955ce4ec881dd8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
c47525aa1886ddc0b78dea26d31f5665	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Cosenzaea	0.5
3d2122f0d9fddd4ddc290f4f93800c53	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
8bdb35e046b190431f90c7f9a4df20da	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
be19cc44477231a3857096f432370783	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
da5b4ac980298d71ecc6ab6762e719f4	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
8a19d248389e395c3fca7abd94d85ddc	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Listeriaceae	1	Listeria	1
6acad479298390c1274a9aba7126f2bb	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
a4de2845b7b68fb87856412d1f016639	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
5cf01930a1b17833619ba2e4c03389bf	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
e1c2afaede61358cac83aed74b909474	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
12b05c319fe25551a66c1a367aa72101	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.98	Pantoea	0.97
2d6782dea7a74942f3a5ddf5eced5b78	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
43f2a099a60c6ae4258ac9ce08e8e9e8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
da0c971c3682fdf635caee573bd7cd91	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
c12556f1ba751a1cff2d3130f8ce377b	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Comamonas	1
e05a2699fae25b670a074afaa2262ead	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
2c886d9e57d23371241f5b854e910043	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Comamonas	1
f8768d4ab404005bdd5fc7cac919a762	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
64cd924342fc363b48dc6f5f0e1dab08	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
fcbbba62682d2c91b8c81122c9480f83	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
2db4e74307ff4a5fdc11a9ec8bf11907	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
64d3a4bcc7dd8480843dcc247d406e93	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
10861616fe181257aaf62eec9ee15a38	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
9744077ecb66b31b65d21bb55a2c2785	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Comamonas	1
1922d058f9125edfbdd31fb42615a2ea	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Morganella	1
c877c9b7828a7a3d1f06ee77dbc96dc4	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
b8d1578239f84b52f9b3dd60d9fed458	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
33ba797e14393628aeb2901214a2d645	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e36e0fd9c244f199af2a095f33d8e940	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Staphylococcaceae	1	Staphylococcus	1
81aeb2f646db1cffd1b6aaf269533d10	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
76a77b9f4d72c1331f3015d5866e0d63	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
685941421ec5ec3dd6a7649435daa0ad	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Staphylococcaceae	1	Staphylococcus	1
5f7017afc0de8c7bf42d51323e575133	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
7850f2671d14b8741fccd3828706daa5	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c473438fad6fa919091fd727767b169c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
289a10b3f3fb643425aa834b1ef3f0b5	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
9300f340edf5f804206c06597c28ac84	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
49eb008b5ff1430ceaebe1f7477d27f2	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.98	Enterobacter	0.95
32e483036181a4180fc2f24c4c8698ad	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
8f8a965faae0bde0b1e10d34d0bd877d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
524de51364c1d680dd777b8e4a89b6c8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
b492c9d1b40fb1e42e1524c12ed51736	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
98a1b85ffcf41c291f16e8b6fcf72f99	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
ef9a7305aa7945f9e456c45c9b8da204	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
15643d78397b5ede3a06aac898974dee	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
4384543c79f929ff2ea982f49b681086	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.99	Enterobacter	0.96
b2289037438a333c3e13a902d77fdfcb	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
815fb95fc8a48ba0653d3ec533dca461	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
075b65a573d75c107b5209ce338fbbf4	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
47b13d6d41d359dd7c5cf22f865a4a5c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
3e51fbff1f55fa780a4ba41498960106	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.98	Pantoea	0.85
726b0f3322eb52b4a9924413cb93f98f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
24f8ca31c67474d4e9e5ae2e127fc6d2	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
6763e8cac20cac2cb09a98cc0f2f724c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
07b03f380fee18fdae00ff6e7cf11ae2	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
11984e8f3e2eb06b3cc7910513858a86	Bacteria	1	Bacillota	1	Bacilli	1	Caryophanales	1	Staphylococcaceae	1	Staphylococcus	1
b62675e43334f6057eca26630339f364	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
9722d89d0f0e131792f08eded98493b3	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
fe73f88fc95f8e5f6c986389ddbe60e8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
4addb94acec4f326f8b68b4864200c77	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
d7bceb1092c71babbed3f4650b8e4821	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Stenotrophomonas	1
ea278ec8a836753ed9c1c5e132751bb9	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
2352beccb07a78f9cf3818ce8824dd95	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Acidovorax	1
c86eb7fab6fab1fc464fdca0637a5234	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
0318d8bcd09cee2863ed08c33e99129b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.7	Pantoea	0.68
22abd01bb4687b8ed257270d9c19e49a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
d4878ace415a95c820562ba220e32000	Bacteria	1	Bacillota	1	Bacilli	1	Lactobacillales	1	Enterococcaceae	1	Enterococcus	1
3570b91209fd95746b69b63f7a08510b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
b5c1bacabf5b2acdf0d5a3b5a010240f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
642d11d37d0982270ae6caf2b6f02757	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
399d510c40064fbe6704e460d6d67470	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
930c1428683225662e04d7bef2190ed7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
dcb0c66004c00e7ac35f6fadc2915ac9	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
7bea1897515e9884ccb75c6866889188	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.98
0c8bae10f6e7ca67261e88b260ac68e1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
bdfdc628be4f0b4a415e845919cb7e38	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
53bdd28871d40cca5ea3e6225bc07817	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e9b1a576d1b287603d10cd005073fa2c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.99
d25b7d30427905370e86ada690808ea7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
a4746b6bd4fb5f89f8ae3bae507e2275	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.98
e146eddbd599bc37a4579910d4020471	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.99	Enterobacter	0.98
b26b8545e4cb288504f6625c754c0a01	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.82	Pantoea	0.82
6a00fa2b72148cf08c377aa26243a5e1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
41efc28a22a3c0e2057819eaca48eb1a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
38872db01b6f797acd3c55dc10511e36	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b7308b239342e19bb6b307187b4bc200	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Moraxellaceae	1	Acinetobacter	1
c57dc02cdc2badcfd729c383dfecba19	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
0cf6af837431b9a000399d6e6b258468	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e8ba2dcb29edde68f134c0c6bf8acbd0	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
404d21775c853bc2dce9ef7681187999	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
39a1b71bec48ef78914b885e61f4dc6b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
f97d3d371c1f50f58f461c231ed0504e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
9ae6589306ac42e32a00b886149ad2ca	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
a514288c9d46b20ae44099999a0fc554	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.98	Pantoea	0.82
0cb9824b9799a869344549219e822e0a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
9ac1141d731921f197c4d841711d9f1d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
3086d30fdc02a8fba353bf0a45fd61f1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.93
eb6b91b6580f50c32b018e2d936738f5	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.96
48f8e5127dc1d6aebaeefbaa632d42ef	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
6231c78cc6f9ef488682ec384ce0bcc7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
9632b868497e99d570d04851c64b8fc6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c40c067f576b9e6ee906e3a8ca634fbb	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.98	Pantoea	0.97
3031ee5f232b61d5aeb3da2349525e2a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
ba607da82345a31a177cea12feb337f8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
85436b0c83eaa4ae1ff2b4f350edd917	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.95	Pantoea	0.94
6380cff164f0392c99c366d5fbebc066	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Stenotrophomonas	1
7e928bb48697112876be3e0cc1ff49c3	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.96	Enterobacter	0.92
012ba9b7eff1814abdc2389f04839f52	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.86	Enterobacter	0.81
bcd84e684956a0c5c90677cd48ee45fa	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.7	Pantoea	0.7
792eaaf09ddcf6686dac3ef6228fdd10	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
a496ba2e25c2e66e57bbb5455addf674	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
11b0e308a94af2e3032110b9a25f84a1	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
6a486d65c80094f1c4834d1096fc947c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.99	Yokenella	0.16
74cedc0ef8017b3b60e42b8383e85d7a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
e60857507009655e0482d7913c51bba3	Bacteria	1	Pseudomonadota	1	Alphaproteobacteria	1	Hyphomicrobiales	1	Brucellaceae	1	Brucella	1
ace7e700549b7c7fb61d34d33ca6dac6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.94
b14e505dc982a3ae1d6556bdf9a3751c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b6e20a3332e2a124728378cd124489d2	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
c675bf985be04aa5a58aadd6ff3726cc	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	1
2c81365ba510d2c9e8c9f3b9b9f99e45	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.6	Pantoea	0.56
d4e63f1bcc4678b1ac162e6c4971f687	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.5
a1122a7a3447df2b9c2ef883c6718fd9	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	0.71	Pantoea	0.71
f56787daedae998d5ea1ce54f78c300a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
925bf65c5f7a0f00f0d65d324f8f750c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
d9b2600184efa503088069d1a5f7dc7c	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
d71280806a65e2771224fdf274da5dc2	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.99
03c3fbda048618633cce641271390ed5	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
040acc18ba3564e4ca09c4f7d5a6af25	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
acb8ec475b2fa6ace3b0b53ac1ad7883	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.97	Enterobacter	0.97
fcd572a26a6f4fb4cb4548b8b78ab97e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.98
b22ca3778ea121a662ba355f69ad24a8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
0c2f0196c0ff70e1256e9156c37fd5d8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
afd356e4ab979028530e48ea20e35f05	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Pseudomonadales	1	Pseudomonadaceae	1	Pseudomonas	1
3d221e885c6291beb00cd226c6ebda46	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
2b50f10645d9f4dd5511299b935a9673	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
ff6a896f981ab0b28e85f1e16474634f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b82ddace89e6fed8eefafbd1a6331d4b	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
3d8408d26f37bbf896a823576b09d8d9	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	0.99
c3ca194e6d5303adc1e841db6607ab30	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	0.9	Enterobacter	0.87
e199ad5fb90abed852e8d306ad19b0d8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Erwiniaceae	1	Pantoea	1
24c08c3f74e7e1658660cf871d13d723	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
faf17b3c36ae25db7db61a36ca472e73	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Klebsiella	0.99
729e333623c860e90132de0bc231417d	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.78
a248fb6ad07da9ca9b256b11ad6203f8	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Morganellaceae	1	Providencia	1
83699f56dc2ecb7889f858ec1210c2d7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
d138fde0c6f3b1236a84959b50946d25	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
87fe18d515b1264ada72c45ccb1c83b7	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
af2a2060923bea89070f14d2791d665f	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.97
4721a30b91e41296d0dd724570513a8a	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
862de6ff323c81f3180e64fd852b8cf1	Bacteria	1	Pseudomonadota	1	Betaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Acidovorax	1
3db236c2e8e5c65fd498ed78220457f6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
2e1e8cb05840a5cbdec9f7f1476d3cb6	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
491106fea89926e4a0b7064ef3d42c97	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	1
b1ceae66d1cb30d295bbe70974b30a30	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Enterobacteriaceae	1	Enterobacter	0.99
6923d75aacf00fbd044d802a2fc5980e	Bacteria	1	Pseudomonadota	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1
